,pathname,class,mode
729,/asl_dataset/1/hand5_1_bot_seg_5_cropped.jpeg,1,train
1280,/asl_dataset/m/hand1_m_top_seg_4_cropped.jpeg,m,train
273,/asl_dataset/0/hand2_0_top_seg_4_cropped.jpeg,0,train
877,/asl_dataset/t/hand1_t_right_seg_3_cropped.jpeg,t,train
1399,/asl_dataset/c/hand2_c_bot_seg_1_cropped.jpeg,c,train
1492,/asl_dataset/d/hand1_d_right_seg_1_cropped.jpeg,d,train
1862,/asl_dataset/3/hand1_3_dif_seg_3_cropped.jpeg,3,train
206,/asl_dataset/9/hand1_9_right_seg_5_cropped.jpeg,9,train
1218,/asl_dataset/h/hand4_h_bot_seg_5_cropped.jpeg,h,train
1507,/asl_dataset/d/hand2_d_dif_seg_1_cropped.jpeg,d,train
1800,/asl_dataset/x/hand1_x_bot_seg_4_cropped.jpeg,x,train
462,/asl_dataset/n/hand1_n_bot_seg_1_cropped.jpeg,n,train
154,/asl_dataset/9/hand1_9_top_seg_4_cropped.jpeg,9,train
2075,/asl_dataset/k/hand2_k_bot_seg_4_cropped.jpeg,k,train
2145,/asl_dataset/l/hand2_l_bot_seg_5_cropped.jpeg,l,train
1660,/asl_dataset/q/hand3_q_dif_seg_3_cropped.jpeg,q,train
1153,/asl_dataset/o/hand2_o_bot_seg_3_cropped.jpeg,o,train
163,/asl_dataset/9/hand4_9_bot_seg_2_cropped.jpeg,9,train
2004,/asl_dataset/b/hand3_b_dif_seg_1_cropped.jpeg,b,train
201,/asl_dataset/9/hand2_9_left_seg_4_cropped.jpeg,9,train
2337,/asl_dataset/5/hand1_5_bot_seg_4_cropped.jpeg,5,train
2239,/asl_dataset/y/hand2_y_left_seg_3_cropped.jpeg,y,train
2312,/asl_dataset/5/hand4_5_bot_seg_4_cropped.jpeg,5,train
236,/asl_dataset/0/hand4_0_bot_seg_3_cropped.jpeg,0,train
1865,/asl_dataset/3/hand2_3_right_seg_4_cropped.jpeg,3,train
216,/asl_dataset/0/hand2_0_left_seg_5_cropped.jpeg,0,train
19,/asl_dataset/r/hand2_r_left_seg_3_cropped.jpeg,r,train
1969,/asl_dataset/b/hand2_b_right_seg_1_cropped.jpeg,b,train
2208,/asl_dataset/2/hand1_2_left_seg_1_cropped.jpeg,2,train
263,/asl_dataset/0/hand1_0_dif_seg_3_cropped.jpeg,0,train
2122,/asl_dataset/l/hand2_l_bot_seg_1_cropped.jpeg,l,train
1270,/asl_dataset/m/hand4_m_bot_seg_2_cropped.jpeg,m,train
906,/asl_dataset/s/hand1_s_right_seg_5_cropped.jpeg,s,train
1134,/asl_dataset/o/hand1_o_top_seg_5_cropped.jpeg,o,train
512,/asl_dataset/g/hand2_g_dif_seg_4_cropped.jpeg,g,train
2449,/asl_dataset/w/hand1_w_left_seg_3_cropped.jpeg,w,train
1278,/asl_dataset/m/hand5_m_bot_seg_5_cropped.jpeg,m,train
786,/asl_dataset/8/hand3_8_dif_seg_4_cropped.jpeg,8,train
1690,/asl_dataset/4/hand2_4_left_seg_2_cropped.jpeg,4,train
2265,/asl_dataset/y/hand2_y_top_seg_2_cropped.jpeg,y,train
1194,/asl_dataset/h/hand2_h_right_seg_3_cropped.jpeg,h,train
919,/asl_dataset/s/hand4_s_bot_seg_1_cropped.jpeg,s,train
953,/asl_dataset/s/hand5_s_dif_seg_1_cropped.jpeg,s,train
2178,/asl_dataset/2/hand3_2_dif_seg_3_cropped.jpeg,2,train
2050,/asl_dataset/k/hand2_k_left_seg_5_cropped.jpeg,k,train
430,/asl_dataset/n/hand3_n_dif_seg_2_cropped.jpeg,n,train
2020,/asl_dataset/b/hand5_b_bot_seg_1_cropped.jpeg,b,train
1602,/asl_dataset/v/hand4_v_bot_seg_4_cropped.jpeg,v,train
2511,/asl_dataset/w/hand5_w_bot_seg_4_cropped.jpeg,w,train
884,/asl_dataset/t/hand1_t_right_seg_2_cropped.jpeg,t,train
119,/asl_dataset/u/hand2_u_right_seg_1_cropped.jpeg,u,train
333,/asl_dataset/7/hand2_7_top_seg_4_cropped.jpeg,7,train
918,/asl_dataset/s/hand1_s_dif_seg_3_cropped.jpeg,s,train
1301,/asl_dataset/m/hand2_m_left_seg_5_cropped.jpeg,m,train
1820,/asl_dataset/3/hand5_3_bot_seg_4_cropped.jpeg,3,train
802,/asl_dataset/8/hand1_8_top_seg_2_cropped.jpeg,8,train
1666,/asl_dataset/q/hand1_q_dif_seg_1_cropped.jpeg,q,train
1659,/asl_dataset/q/hand1_q_left_seg_2_cropped.jpeg,q,train
1152,/asl_dataset/o/hand4_o_bot_seg_2_cropped.jpeg,o,train
1099,/asl_dataset/f/hand2_f_bot_seg_3_cropped.jpeg,f,train
241,/asl_dataset/0/hand2_0_top_seg_1_cropped.jpeg,0,train
1191,/asl_dataset/h/hand1_h_bot_seg_2_cropped.jpeg,h,train
1250,/asl_dataset/h/hand5_h_bot_seg_1_cropped.jpeg,h,train
193,/asl_dataset/9/hand2_9_bot_seg_3_cropped.jpeg,9,train
691,/asl_dataset/z/hand1_z_bot_seg_4_cropped.jpeg,z,train
595,/asl_dataset/6/hand2_6_dif_seg_3_cropped.jpeg,6,train
1143,/asl_dataset/o/hand2_o_left_seg_4_cropped.jpeg,o,train
1115,/asl_dataset/o/hand2_o_dif_seg_3_cropped.jpeg,o,train
1176,/asl_dataset/o/hand1_o_left_seg_5_cropped.jpeg,o,train
1895,/asl_dataset/e/hand2_e_dif_seg_5_cropped.jpeg,e,train
100,/asl_dataset/u/hand2_u_right_seg_2_cropped.jpeg,u,train
1311,/asl_dataset/m/hand1_m_dif_seg_2_cropped.jpeg,m,train
738,/asl_dataset/1/hand2_1_dif_seg_1_cropped.jpeg,1,train
1384,/asl_dataset/j/hand2_j_left_seg_2_cropped.jpeg,j,train
1093,/asl_dataset/f/hand2_f_left_seg_5_cropped.jpeg,f,train
860,/asl_dataset/t/hand2_t_bot_seg_4_cropped.jpeg,t,train
1858,/asl_dataset/3/hand2_3_right_seg_5_cropped.jpeg,3,train
1874,/asl_dataset/3/hand5_3_dif_seg_2_cropped.jpeg,3,train
146,/asl_dataset/9/hand1_9_bot_seg_3_cropped.jpeg,9,train
2283,/asl_dataset/y/hand2_y_top_seg_1_cropped.jpeg,y,train
90,/asl_dataset/u/hand5_u_bot_seg_1_cropped.jpeg,u,train
1506,/asl_dataset/d/hand2_d_left_seg_1_cropped.jpeg,d,train
1894,/asl_dataset/e/hand2_e_dif_seg_2_cropped.jpeg,e,train
2286,/asl_dataset/y/hand1_y_bot_seg_3_cropped.jpeg,y,train
1563,/asl_dataset/v/hand1_v_right_seg_2_cropped.jpeg,v,train
2006,/asl_dataset/b/hand1_b_dif_seg_3_cropped.jpeg,b,train
1102,/asl_dataset/f/hand2_f_left_seg_3_cropped.jpeg,f,train
1490,/asl_dataset/d/hand2_d_left_seg_2_cropped.jpeg,d,train
2123,/asl_dataset/l/hand3_l_dif_seg_3_cropped.jpeg,l,train
2406,/asl_dataset/p/hand5_p_dif_seg_4_cropped.jpeg,p,train
261,/asl_dataset/0/hand5_0_dif_seg_3_cropped.jpeg,0,train
1620,/asl_dataset/q/hand3_q_dif_seg_1_cropped.jpeg,q,train
476,/asl_dataset/n/hand2_n_top_seg_3_cropped.jpeg,n,train
1967,/asl_dataset/b/hand1_b_bot_seg_3_cropped.jpeg,b,train
2321,/asl_dataset/5/hand4_5_bot_seg_2_cropped.jpeg,5,train
1913,/asl_dataset/e/hand5_e_dif_seg_1_cropped.jpeg,e,train
1467,/asl_dataset/d/hand3_d_dif_seg_3_cropped.jpeg,d,train
219,/asl_dataset/0/hand2_0_right_seg_4_cropped.jpeg,0,train
436,/asl_dataset/n/hand5_n_bot_seg_4_cropped.jpeg,n,train
1990,/asl_dataset/b/hand3_b_dif_seg_3_cropped.jpeg,b,train
295,/asl_dataset/7/hand1_7_top_seg_2_cropped.jpeg,7,train
932,/asl_dataset/s/hand2_s_bot_seg_3_cropped.jpeg,s,train
1688,/asl_dataset/4/hand1_4_bot_seg_5_cropped.jpeg,4,train
1699,/asl_dataset/4/hand4_4_bot_seg_5_cropped.jpeg,4,train
1429,/asl_dataset/c/hand1_c_left_seg_1_cropped.jpeg,c,train
913,/asl_dataset/s/hand1_s_right_seg_4_cropped.jpeg,s,train
2305,/asl_dataset/5/hand3_5_dif_seg_2_cropped.jpeg,5,train
1892,/asl_dataset/e/hand1_e_bot_seg_2_cropped.jpeg,e,train
26,/asl_dataset/r/hand1_r_bot_seg_1_cropped.jpeg,r,train
108,/asl_dataset/u/hand5_u_bot_seg_5_cropped.jpeg,u,train
2278,/asl_dataset/y/hand1_y_left_seg_3_cropped.jpeg,y,train
1052,/asl_dataset/f/hand1_f_top_seg_2_cropped.jpeg,f,train
1078,/asl_dataset/f/hand4_f_bot_seg_4_cropped.jpeg,f,train
807,/asl_dataset/8/hand2_8_dif_seg_5_cropped.jpeg,8,train
2327,/asl_dataset/5/hand2_5_left_seg_1_cropped.jpeg,5,train
2211,/asl_dataset/2/hand5_2_dif_seg_2_cropped.jpeg,2,train
1643,/asl_dataset/q/hand2_q_dif_seg_2_cropped.jpeg,q,train
2130,/asl_dataset/l/hand3_l_dif_seg_2_cropped.jpeg,l,train
481,/asl_dataset/n/hand5_n_dif_seg_2_cropped.jpeg,n,train
1560,/asl_dataset/v/hand1_v_right_seg_3_cropped.jpeg,v,train
415,/asl_dataset/i/hand2_i_bot_seg_4_cropped.jpeg,i,train
1288,/asl_dataset/m/hand5_m_bot_seg_4_cropped.jpeg,m,train
198,/asl_dataset/9/hand1_9_right_seg_3_cropped.jpeg,9,train
239,/asl_dataset/0/hand3_0_dif_seg_2_cropped.jpeg,0,train
448,/asl_dataset/n/hand1_n_top_seg_3_cropped.jpeg,n,train
2291,/asl_dataset/y/hand5_y_bot_seg_4_cropped.jpeg,y,train
1424,/asl_dataset/c/hand2_c_dif_seg_4_cropped.jpeg,c,train
1585,/asl_dataset/v/hand5_v_bot_seg_2_cropped.jpeg,v,train
785,/asl_dataset/8/hand3_8_dif_seg_3_cropped.jpeg,8,train
1444,/asl_dataset/c/hand1_c_bot_seg_1_cropped.jpeg,c,train
1762,/asl_dataset/x/hand2_x_top_seg_3_cropped.jpeg,x,train
946,/asl_dataset/s/hand2_s_right_seg_5_cropped.jpeg,s,train
461,/asl_dataset/n/hand5_n_bot_seg_1_cropped.jpeg,n,train
1040,/asl_dataset/a/hand2_a_left_seg_3_cropped.jpeg,a,train
1753,/asl_dataset/x/hand1_x_dif_seg_2_cropped.jpeg,x,train
1864,/asl_dataset/3/hand3_3_dif_seg_1_cropped.jpeg,3,train
2090,/asl_dataset/k/hand1_k_left_seg_2_cropped.jpeg,k,train
2272,/asl_dataset/y/hand3_y_dif_seg_3_cropped.jpeg,y,train
330,/asl_dataset/7/hand2_7_bot_seg_2_cropped.jpeg,7,train
1087,/asl_dataset/f/hand5_f_dif_seg_4_cropped.jpeg,f,train
372,/asl_dataset/i/hand1_i_top_seg_2_cropped.jpeg,i,train
315,/asl_dataset/7/hand4_7_bot_seg_5_cropped.jpeg,7,train
2256,/asl_dataset/y/hand5_y_dif_seg_5_cropped.jpeg,y,train
1760,/asl_dataset/x/hand2_x_right_seg_3_cropped.jpeg,x,train
277,/asl_dataset/0/hand1_0_top_seg_1_cropped.jpeg,0,train
490,/asl_dataset/g/hand3_g_dif_seg_2_cropped.jpeg,g,train
1502,/asl_dataset/d/hand2_d_left_seg_3_cropped.jpeg,d,train
1799,/asl_dataset/x/hand1_x_bot_seg_3_cropped.jpeg,x,train
298,/asl_dataset/7/hand5_7_bot_seg_4_cropped.jpeg,7,train
873,/asl_dataset/t/hand1_t_left_seg_1_cropped.jpeg,t,train
863,/asl_dataset/t/hand1_t_left_seg_3_cropped.jpeg,t,train
593,/asl_dataset/6/hand1_6_right_seg_4_cropped.jpeg,6,train
1362,/asl_dataset/j/hand1_j_right_seg_3_cropped.jpeg,j,train
711,/asl_dataset/1/hand3_1_dif_seg_2_cropped.jpeg,1,train
2142,/asl_dataset/l/hand1_l_left_seg_3_cropped.jpeg,l,train
1997,/asl_dataset/b/hand1_b_dif_seg_2_cropped.jpeg,b,train
1455,/asl_dataset/c/hand3_c_dif_seg_1_cropped.jpeg,c,train
1557,/asl_dataset/v/hand5_v_dif_seg_2_cropped.jpeg,v,train
218,/asl_dataset/0/hand2_0_right_seg_3_cropped.jpeg,0,train
967,/asl_dataset/s/hand5_s_bot_seg_2_cropped.jpeg,s,train
543,/asl_dataset/g/hand2_g_bot_seg_3_cropped.jpeg,g,train
340,/asl_dataset/7/hand1_7_dif_seg_4_cropped.jpeg,7,train
256,/asl_dataset/0/hand3_0_dif_seg_1_cropped.jpeg,0,train
1213,/asl_dataset/h/hand5_h_dif_seg_1_cropped.jpeg,h,train
654,/asl_dataset/z/hand2_z_bot_seg_2_cropped.jpeg,z,train
2255,/asl_dataset/y/hand2_y_bot_seg_5_cropped.jpeg,y,train
706,/asl_dataset/1/hand4_1_bot_seg_5_cropped.jpeg,1,train
1019,/asl_dataset/a/hand1_a_dif_seg_3_cropped.jpeg,a,train
911,/asl_dataset/s/hand1_s_bot_seg_1_cropped.jpeg,s,train
598,/asl_dataset/6/hand1_6_top_seg_1_cropped.jpeg,6,train
1074,/asl_dataset/f/hand1_f_dif_seg_1_cropped.jpeg,f,train
1489,/asl_dataset/d/hand2_d_dif_seg_5_cropped.jpeg,d,train
2395,/asl_dataset/p/hand2_p_top_seg_3_cropped.jpeg,p,train
398,/asl_dataset/i/hand2_i_bot_seg_2_cropped.jpeg,i,train
1343,/asl_dataset/j/hand1_j_top_seg_4_cropped.jpeg,j,train
2169,/asl_dataset/2/hand2_2_left_seg_1_cropped.jpeg,2,train
1651,/asl_dataset/q/hand1_q_top_seg_3_cropped.jpeg,q,train
1045,/asl_dataset/f/hand1_f_bot_seg_4_cropped.jpeg,f,train
978,/asl_dataset/a/hand1_a_bot_seg_4_cropped.jpeg,a,train
1693,/asl_dataset/4/hand1_4_top_seg_3_cropped.jpeg,4,train
1374,/asl_dataset/j/hand2_j_left_seg_3_cropped.jpeg,j,train
72,/asl_dataset/u/hand5_u_dif_seg_2_cropped.jpeg,u,train
1205,/asl_dataset/h/hand1_h_top_seg_5_cropped.jpeg,h,train
1843,/asl_dataset/3/hand4_3_bot_seg_2_cropped.jpeg,3,train
1701,/asl_dataset/4/hand1_4_left_seg_1_cropped.jpeg,4,train
1521,/asl_dataset/d/hand2_d_top_seg_3_cropped.jpeg,d,train
2167,/asl_dataset/2/hand4_2_bot_seg_4_cropped.jpeg,2,train
1655,/asl_dataset/q/hand4_q_bot_seg_2_cropped.jpeg,q,train
79,/asl_dataset/u/hand2_u_bot_seg_4_cropped.jpeg,u,train
587,/asl_dataset/6/hand5_6_bot_seg_2_cropped.jpeg,6,train
2215,/asl_dataset/2/hand1_2_dif_seg_2_cropped.jpeg,2,train
1646,/asl_dataset/q/hand1_q_bot_seg_2_cropped.jpeg,q,train
2217,/asl_dataset/2/hand2_2_bot_seg_3_cropped.jpeg,2,train
1962,/asl_dataset/b/hand1_b_bot_seg_2_cropped.jpeg,b,train
628,/asl_dataset/6/hand2_6_top_seg_5_cropped.jpeg,6,train
1669,/asl_dataset/q/hand2_q_top_seg_1_cropped.jpeg,q,train
1236,/asl_dataset/h/hand1_h_right_seg_4_cropped.jpeg,h,train
612,/asl_dataset/6/hand5_6_dif_seg_4_cropped.jpeg,6,train
2114,/asl_dataset/l/hand1_l_bot_seg_5_cropped.jpeg,l,train
1043,/asl_dataset/a/hand1_a_right_seg_5_cropped.jpeg,a,train
2313,/asl_dataset/5/hand5_5_dif_seg_1_cropped.jpeg,5,train
67,/asl_dataset/r/hand2_r_bot_seg_1_cropped.jpeg,r,train
2474,/asl_dataset/w/hand2_w_top_seg_4_cropped.jpeg,w,train
523,/asl_dataset/g/hand1_g_top_seg_2_cropped.jpeg,g,train
40,/asl_dataset/r/hand5_r_bot_seg_2_cropped.jpeg,r,train
325,/asl_dataset/7/hand1_7_dif_seg_5_cropped.jpeg,7,train
2326,/asl_dataset/5/hand5_5_bot_seg_2_cropped.jpeg,5,train
1010,/asl_dataset/a/hand1_a_left_seg_5_cropped.jpeg,a,train
638,/asl_dataset/z/hand2_z_left_seg_5_cropped.jpeg,z,train
2080,/asl_dataset/k/hand5_k_dif_seg_5_cropped.jpeg,k,train
213,/asl_dataset/0/hand1_0_top_seg_3_cropped.jpeg,0,train
2488,/asl_dataset/w/hand2_w_left_seg_4_cropped.jpeg,w,train
1264,/asl_dataset/m/hand1_m_right_seg_1_cropped.jpeg,m,train
1756,/asl_dataset/x/hand5_x_dif_seg_5_cropped.jpeg,x,train
502,/asl_dataset/g/hand1_g_right_seg_2_cropped.jpeg,g,train
355,/asl_dataset/i/hand4_i_bot_seg_5_cropped.jpeg,i,train
920,/asl_dataset/s/hand5_s_dif_seg_4_cropped.jpeg,s,train
1710,/asl_dataset/4/hand2_4_top_seg_1_cropped.jpeg,4,train
1238,/asl_dataset/h/hand4_h_bot_seg_1_cropped.jpeg,h,train
395,/asl_dataset/i/hand2_i_left_seg_3_cropped.jpeg,i,train
800,/asl_dataset/8/hand5_8_bot_seg_3_cropped.jpeg,8,train
965,/asl_dataset/s/hand2_s_dif_seg_5_cropped.jpeg,s,train
2132,/asl_dataset/l/hand2_l_top_seg_1_cropped.jpeg,l,train
1687,/asl_dataset/4/hand1_4_bot_seg_2_cropped.jpeg,4,train
608,/asl_dataset/6/hand2_6_left_seg_4_cropped.jpeg,6,train
736,/asl_dataset/1/hand1_1_bot_seg_2_cropped.jpeg,1,train
516,/asl_dataset/g/hand1_g_top_seg_3_cropped.jpeg,g,train
403,/asl_dataset/i/hand5_i_dif_seg_4_cropped.jpeg,i,train
618,/asl_dataset/6/hand5_6_dif_seg_2_cropped.jpeg,6,train
1650,/asl_dataset/q/hand1_q_top_seg_4_cropped.jpeg,q,train
1359,/asl_dataset/j/hand1_j_left_seg_3_cropped.jpeg,j,train
939,/asl_dataset/s/hand2_s_left_seg_4_cropped.jpeg,s,train
2173,/asl_dataset/2/hand4_2_bot_seg_5_cropped.jpeg,2,train
2022,/asl_dataset/b/hand2_b_right_seg_5_cropped.jpeg,b,train
495,/asl_dataset/g/hand2_g_left_seg_3_cropped.jpeg,g,train
128,/asl_dataset/u/hand3_u_dif_seg_5_cropped.jpeg,u,train
494,/asl_dataset/g/hand2_g_top_seg_1_cropped.jpeg,g,train
1906,/asl_dataset/e/hand1_e_left_seg_2_cropped.jpeg,e,train
722,/asl_dataset/1/hand2_1_right_seg_5_cropped.jpeg,1,train
2190,/asl_dataset/2/hand2_2_dif_seg_4_cropped.jpeg,2,train
1145,/asl_dataset/o/hand5_o_dif_seg_1_cropped.jpeg,o,train
2447,/asl_dataset/w/hand1_w_right_seg_2_cropped.jpeg,w,train
1912,/asl_dataset/e/hand4_e_bot_seg_3_cropped.jpeg,e,train
1974,/asl_dataset/b/hand2_b_dif_seg_2_cropped.jpeg,b,train
1110,/asl_dataset/f/hand2_f_right_seg_5_cropped.jpeg,f,train
2106,/asl_dataset/l/hand2_l_dif_seg_5_cropped.jpeg,l,train
578,/asl_dataset/6/hand5_6_bot_seg_3_cropped.jpeg,6,train
147,/asl_dataset/9/hand1_9_bot_seg_4_cropped.jpeg,9,train
1332,/asl_dataset/j/hand4_j_bot_seg_2_cropped.jpeg,j,train
1372,/asl_dataset/j/hand5_j_dif_seg_2_cropped.jpeg,j,train
870,/asl_dataset/t/hand1_t_dif_seg_5_cropped.jpeg,t,train
28,/asl_dataset/r/hand1_r_right_seg_5_cropped.jpeg,r,train
370,/asl_dataset/i/hand2_i_right_seg_2_cropped.jpeg,i,train
1021,/asl_dataset/a/hand5_a_dif_seg_4_cropped.jpeg,a,train
2430,/asl_dataset/p/hand5_p_bot_seg_5_cropped.jpeg,p,train
2112,/asl_dataset/l/hand2_l_left_seg_4_cropped.jpeg,l,train
361,/asl_dataset/i/hand2_i_top_seg_1_cropped.jpeg,i,train
379,/asl_dataset/i/hand2_i_right_seg_4_cropped.jpeg,i,train
1062,/asl_dataset/f/hand1_f_bot_seg_5_cropped.jpeg,f,train
1004,/asl_dataset/a/hand3_a_dif_seg_5_cropped.jpeg,a,train
94,/asl_dataset/u/hand2_u_right_seg_3_cropped.jpeg,u,train
723,/asl_dataset/1/hand5_1_bot_seg_3_cropped.jpeg,1,train
2399,/asl_dataset/p/hand2_p_bot_seg_2_cropped.jpeg,p,train
2181,/asl_dataset/2/hand5_2_bot_seg_2_cropped.jpeg,2,train
44,/asl_dataset/r/hand2_r_dif_seg_2_cropped.jpeg,r,train
997,/asl_dataset/a/hand1_a_left_seg_4_cropped.jpeg,a,train
2203,/asl_dataset/2/hand1_2_bot_seg_1_cropped.jpeg,2,train
1034,/asl_dataset/a/hand2_a_left_seg_5_cropped.jpeg,a,train
2336,/asl_dataset/5/hand2_5_right_seg_3_cropped.jpeg,5,train
900,/asl_dataset/t/hand1_t_top_seg_4_cropped.jpeg,t,train
2442,/asl_dataset/p/hand1_p_top_seg_5_cropped.jpeg,p,train
1459,/asl_dataset/c/hand2_c_bot_seg_4_cropped.jpeg,c,train
1401,/asl_dataset/c/hand2_c_left_seg_5_cropped.jpeg,c,train
190,/asl_dataset/9/hand2_9_top_seg_2_cropped.jpeg,9,train
1920,/asl_dataset/e/hand4_e_bot_seg_5_cropped.jpeg,e,train
215,/asl_dataset/0/hand5_0_bot_seg_5_cropped.jpeg,0,train
2133,/asl_dataset/l/hand1_l_right_seg_2_cropped.jpeg,l,train
1269,/asl_dataset/m/hand1_m_left_seg_4_cropped.jpeg,m,train
1167,/asl_dataset/o/hand2_o_bot_seg_2_cropped.jpeg,o,train
2281,/asl_dataset/y/hand3_y_dif_seg_5_cropped.jpeg,y,train
791,/asl_dataset/8/hand1_8_bot_seg_5_cropped.jpeg,8,train
707,/asl_dataset/1/hand1_1_left_seg_4_cropped.jpeg,1,train
2282,/asl_dataset/y/hand3_y_dif_seg_2_cropped.jpeg,y,train
553,/asl_dataset/g/hand2_g_left_seg_1_cropped.jpeg,g,train
232,/asl_dataset/0/hand2_0_right_seg_5_cropped.jpeg,0,train
666,/asl_dataset/z/hand4_z_bot_seg_3_cropped.jpeg,z,train
385,/asl_dataset/i/hand1_i_top_seg_4_cropped.jpeg,i,train
142,/asl_dataset/9/hand1_9_top_seg_2_cropped.jpeg,9,train
1570,/asl_dataset/v/hand1_v_left_seg_5_cropped.jpeg,v,train
51,/asl_dataset/r/hand1_r_bot_seg_4_cropped.jpeg,r,train
1954,/asl_dataset/e/hand1_e_right_seg_5_cropped.jpeg,e,train
2071,/asl_dataset/k/hand2_k_left_seg_1_cropped.jpeg,k,train
780,/asl_dataset/8/hand4_8_bot_seg_2_cropped.jpeg,8,train
1209,/asl_dataset/h/hand1_h_right_seg_1_cropped.jpeg,h,train
501,/asl_dataset/g/hand3_g_dif_seg_4_cropped.jpeg,g,train
2119,/asl_dataset/l/hand4_l_bot_seg_2_cropped.jpeg,l,train
2322,/asl_dataset/5/hand2_5_dif_seg_3_cropped.jpeg,5,train
2301,/asl_dataset/y/hand1_y_bot_seg_2_cropped.jpeg,y,train
761,/asl_dataset/1/hand3_1_dif_seg_1_cropped.jpeg,1,train
1342,/asl_dataset/j/hand5_j_bot_seg_2_cropped.jpeg,j,train
888,/asl_dataset/t/hand2_t_left_seg_3_cropped.jpeg,t,train
779,/asl_dataset/8/hand2_8_right_seg_2_cropped.jpeg,8,train
399,/asl_dataset/i/hand2_i_top_seg_4_cropped.jpeg,i,train
1682,/asl_dataset/4/hand2_4_left_seg_4_cropped.jpeg,4,train
2432,/asl_dataset/p/hand1_p_bot_seg_5_cropped.jpeg,p,train
2471,/asl_dataset/w/hand5_w_dif_seg_3_cropped.jpeg,w,train
1296,/asl_dataset/m/hand2_m_left_seg_3_cropped.jpeg,m,train
940,/asl_dataset/s/hand2_s_right_seg_4_cropped.jpeg,s,train
1588,/asl_dataset/v/hand3_v_dif_seg_3_cropped.jpeg,v,train
2036,/asl_dataset/k/hand2_k_dif_seg_3_cropped.jpeg,k,train
1633,/asl_dataset/q/hand1_q_bot_seg_1_cropped.jpeg,q,train
988,/asl_dataset/a/hand1_a_top_seg_3_cropped.jpeg,a,train
1777,/asl_dataset/x/hand2_x_left_seg_5_cropped.jpeg,x,train
1961,/asl_dataset/b/hand1_b_bot_seg_5_cropped.jpeg,b,train
2206,/asl_dataset/2/hand1_2_top_seg_1_cropped.jpeg,2,train
999,/asl_dataset/a/hand2_a_right_seg_5_cropped.jpeg,a,train
2423,/asl_dataset/p/hand1_p_right_seg_5_cropped.jpeg,p,train
271,/asl_dataset/0/hand2_0_top_seg_3_cropped.jpeg,0,train
788,/asl_dataset/8/hand5_8_bot_seg_2_cropped.jpeg,8,train
396,/asl_dataset/i/hand2_i_left_seg_4_cropped.jpeg,i,train
185,/asl_dataset/9/hand5_9_dif_seg_4_cropped.jpeg,9,train
712,/asl_dataset/1/hand1_1_right_seg_1_cropped.jpeg,1,train
792,/asl_dataset/8/hand1_8_bot_seg_2_cropped.jpeg,8,train
1625,/asl_dataset/q/hand2_q_left_seg_3_cropped.jpeg,q,train
287,/asl_dataset/7/hand1_7_top_seg_3_cropped.jpeg,7,train
1258,/asl_dataset/m/hand3_m_dif_seg_5_cropped.jpeg,m,train
2034,/asl_dataset/k/hand5_k_bot_seg_4_cropped.jpeg,k,train
2422,/asl_dataset/p/hand1_p_right_seg_2_cropped.jpeg,p,train
1973,/asl_dataset/b/hand5_b_bot_seg_4_cropped.jpeg,b,train
2216,/asl_dataset/2/hand1_2_dif_seg_5_cropped.jpeg,2,train
1979,/asl_dataset/b/hand1_b_right_seg_5_cropped.jpeg,b,train
2477,/asl_dataset/w/hand2_w_right_seg_3_cropped.jpeg,w,train
2109,/asl_dataset/l/hand5_l_bot_seg_5_cropped.jpeg,l,train
1022,/asl_dataset/a/hand5_a_dif_seg_3_cropped.jpeg,a,train
1940,/asl_dataset/e/hand1_e_dif_seg_4_cropped.jpeg,e,train
1846,/asl_dataset/3/hand3_3_dif_seg_5_cropped.jpeg,3,train
2346,/asl_dataset/5/hand2_5_left_seg_2_cropped.jpeg,5,train
129,/asl_dataset/u/hand1_u_right_seg_2_cropped.jpeg,u,train
2016,/asl_dataset/b/hand2_b_right_seg_3_cropped.jpeg,b,train
1574,/asl_dataset/v/hand1_v_top_seg_5_cropped.jpeg,v,train
942,/asl_dataset/s/hand4_s_bot_seg_2_cropped.jpeg,s,train
2381,/asl_dataset/p/hand1_p_top_seg_1_cropped.jpeg,p,train
1305,/asl_dataset/m/hand1_m_right_seg_4_cropped.jpeg,m,train
1446,/asl_dataset/c/hand2_c_left_seg_1_cropped.jpeg,c,train
1839,/asl_dataset/3/hand2_3_bot_seg_1_cropped.jpeg,3,train
814,/asl_dataset/8/hand1_8_right_seg_4_cropped.jpeg,8,train
1129,/asl_dataset/o/hand1_o_right_seg_5_cropped.jpeg,o,train
2316,/asl_dataset/5/hand2_5_bot_seg_1_cropped.jpeg,5,train
2241,/asl_dataset/y/hand5_y_bot_seg_1_cropped.jpeg,y,train
1551,/asl_dataset/v/hand2_v_bot_seg_3_cropped.jpeg,v,train
150,/asl_dataset/9/hand2_9_dif_seg_4_cropped.jpeg,9,train
2380,/asl_dataset/p/hand2_p_dif_seg_1_cropped.jpeg,p,train
826,/asl_dataset/8/hand2_8_top_seg_5_cropped.jpeg,8,train
2464,/asl_dataset/w/hand2_w_top_seg_5_cropped.jpeg,w,train
1103,/asl_dataset/f/hand3_f_dif_seg_1_cropped.jpeg,f,train
1178,/asl_dataset/o/hand1_o_bot_seg_1_cropped.jpeg,o,train
1049,/asl_dataset/f/hand1_f_left_seg_4_cropped.jpeg,f,train
